orden_base;orden_pagina;orden_en_pagina;tipo_registro;id_registro;id_padre;seccion;pagina;Marca;ruta_relativa;area_principal;subarea_1;subarea_2;nombre_recurso;grupo_modal;tipo_activo;formatos_disponibles;cantidad_formatos;descripcion_clara;tiene_descargas;cantidad_items_descargables_pagina;cantidad_opciones_descarga_pagina;notas;redundancia_detectada;detalle_redundancia;palabras_clave;texto_indexacion
203;13;51;descargable;D-013-051;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Vía pública;;cada vez mas personal 16 9 8;imagen;Imagen;jpg;1;Audiovisuales | Publicidad > Vía pública | Recurso: cada vez mas personal 16 9 8 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Publicidad > Vía pública: Imagen cada vez mas personal 16 9 8.;Sí;;;;No;;Audiovisuales | Publicidad | Vía pública | cada vez mas personal 16 9 8 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Vía pública | Nombre del recurso: cada vez mas personal 16 9 8 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Publicidad > Vía pública: Imagen cada vez mas personal 16 9 8 en formato .jpg.
204;13;52;descargable;D-013-052;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Vía pública;;cada vez mas personal 5 4 2;imagen;Imagen;jpg;1;Audiovisuales | Publicidad > Vía pública | Recurso: cada vez mas personal 5 4 2 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Publicidad > Vía pública: Imagen cada vez mas personal 5 4 2.;Sí;;;;No;;Audiovisuales | Publicidad | Vía pública | cada vez mas personal 5 4 2 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Vía pública | Nombre del recurso: cada vez mas personal 5 4 2 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Publicidad > Vía pública: Imagen cada vez mas personal 5 4 2 en formato .jpg.
205;13;53;descargable;D-013-053;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Vía pública;;cada vez mas personal 5 4 3;imagen;Imagen;jpg;1;Audiovisuales | Publicidad > Vía pública | Recurso: cada vez mas personal 5 4 3 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Publicidad > Vía pública: Imagen cada vez mas personal 5 4 3.;Sí;;;;No;;Audiovisuales | Publicidad | Vía pública | cada vez mas personal 5 4 3 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Vía pública | Nombre del recurso: cada vez mas personal 5 4 3 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Publicidad > Vía pública: Imagen cada vez mas personal 5 4 3 en formato .jpg.
206;13;54;descargable;D-013-054;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Vía pública;;cada vez mas personal 5 4 4;imagen;Imagen;jpg;1;Audiovisuales | Publicidad > Vía pública | Recurso: cada vez mas personal 5 4 4 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Publicidad > Vía pública: Imagen cada vez mas personal 5 4 4.;Sí;;;;No;;Audiovisuales | Publicidad | Vía pública | cada vez mas personal 5 4 4 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Vía pública | Nombre del recurso: cada vez mas personal 5 4 4 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Publicidad > Vía pública: Imagen cada vez mas personal 5 4 4 en formato .jpg.
207;13;55;descargable;D-013-055;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Vía pública;;cada vez mas personal 5 4 5;imagen;Imagen;jpg;1;Audiovisuales | Publicidad > Vía pública | Recurso: cada vez mas personal 5 4 5 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Publicidad > Vía pública: Imagen cada vez mas personal 5 4 5.;Sí;;;;No;;Audiovisuales | Publicidad | Vía pública | cada vez mas personal 5 4 5 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Vía pública | Nombre del recurso: cada vez mas personal 5 4 5 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Publicidad > Vía pública: Imagen cada vez mas personal 5 4 5 en formato .jpg.
208;13;56;descargable;D-013-056;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Vía pública;;cada vez mas personal 5 4 6;imagen;Imagen;jpg;1;Audiovisuales | Publicidad > Vía pública | Recurso: cada vez mas personal 5 4 6 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Publicidad > Vía pública: Imagen cada vez mas personal 5 4 6.;Sí;;;;No;;Audiovisuales | Publicidad | Vía pública | cada vez mas personal 5 4 6 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Vía pública | Nombre del recurso: cada vez mas personal 5 4 6 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Publicidad > Vía pública: Imagen cada vez mas personal 5 4 6 en formato .jpg.
209;13;57;descargable;D-013-057;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Vía pública;;cada vez mas personal 5 4 8;imagen;Imagen;jpg;1;Audiovisuales | Publicidad > Vía pública | Recurso: cada vez mas personal 5 4 8 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Publicidad > Vía pública: Imagen cada vez mas personal 5 4 8.;Sí;;;;No;;Audiovisuales | Publicidad | Vía pública | cada vez mas personal 5 4 8 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Vía pública | Nombre del recurso: cada vez mas personal 5 4 8 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Publicidad > Vía pública: Imagen cada vez mas personal 5 4 8 en formato .jpg.
210;13;58;descargable;D-013-058;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Vía pública;;cada vez mas personal 5 4 9;imagen;Imagen;jpg;1;Audiovisuales | Publicidad > Vía pública | Recurso: cada vez mas personal 5 4 9 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Publicidad > Vía pública: Imagen cada vez mas personal 5 4 9.;Sí;;;;No;;Audiovisuales | Publicidad | Vía pública | cada vez mas personal 5 4 9 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Vía pública | Nombre del recurso: cada vez mas personal 5 4 9 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Publicidad > Vía pública: Imagen cada vez mas personal 5 4 9 en formato .jpg.
211;13;59;descargable;D-013-059;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Vía pública;;cada vez mas personal 9 16 2;imagen;Imagen;jpg;1;Audiovisuales | Publicidad > Vía pública | Recurso: cada vez mas personal 9 16 2 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Publicidad > Vía pública: Imagen cada vez mas personal 9 16 2.;Sí;;;;No;;Audiovisuales | Publicidad | Vía pública | cada vez mas personal 9 16 2 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Vía pública | Nombre del recurso: cada vez mas personal 9 16 2 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Publicidad > Vía pública: Imagen cada vez mas personal 9 16 2 en formato .jpg.
212;13;60;descargable;D-013-060;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Vía pública;;cada vez mas personal 9 16 7;imagen;Imagen;jpg;1;Audiovisuales | Publicidad > Vía pública | Recurso: cada vez mas personal 9 16 7 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Publicidad > Vía pública: Imagen cada vez mas personal 9 16 7.;Sí;;;;No;;Audiovisuales | Publicidad | Vía pública | cada vez mas personal 9 16 7 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Vía pública | Nombre del recurso: cada vez mas personal 9 16 7 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Publicidad > Vía pública: Imagen cada vez mas personal 9 16 7 en formato .jpg.
213;13;61;descargable;D-013-061;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Vía pública;;cada vez mas personal 9 16 9;imagen;Imagen;jpg;1;Audiovisuales | Publicidad > Vía pública | Recurso: cada vez mas personal 9 16 9 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Publicidad > Vía pública: Imagen cada vez mas personal 9 16 9.;Sí;;;;No;;Audiovisuales | Publicidad | Vía pública | cada vez mas personal 9 16 9 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Vía pública | Nombre del recurso: cada vez mas personal 9 16 9 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Publicidad > Vía pública: Imagen cada vez mas personal 9 16 9 en formato .jpg.
214;14;0;pagina;P-014;;Recursos;Recursos;;sections/recursos.html;;;;Recursos;;Página;;0;"Repositorio de recursos con fuentes e íconos descargables. Bloques principales: Recursos; Fuentes; Íconos.";Sí;5;5;;No;;"Recursos | sections/recursos.html | Recursos; Fuentes; Íconos | página | descargas";"Sección: Recursos | Página: Recursos | Ruta: sections/recursos.html | Descripción: Repositorio de recursos con fuentes e íconos descargables. | Bloques: Recursos; Fuentes; Íconos | Tiene descargas: Sí | Cantidad de ítems descargables: 5 | Cantidad de opciones de descarga: 5"
215;14;1;descargable;D-014-001;P-014;Recursos;Recursos;;sections/recursos.html;Fuentes;;;Pulso;zip;Paquete ZIP;zip;1;Recursos | Fuentes | Recurso: Pulso | Modal / grupo: zip | Tipo de activo: Paquete ZIP | Formatos disponibles: zip | Detalle: Fuentes: Paquete comprimido Pulso.;Sí;;;;No;;Recursos | Fuentes | Pulso | zip | Paquete ZIP | sections/recursos.html | descargable | descarga;Sección: Recursos | Página: Recursos | Ruta: sections/recursos.html | Área principal: Fuentes | Nombre del recurso: Pulso | Grupo modal: zip | Tipo de activo: Paquete ZIP | Formatos disponibles: zip | Fuentes: Paquete comprimido Pulso en formato .zip.
216;14;2;descargable;D-014-002;P-014;Recursos;Recursos;;sections/recursos.html;Fuentes;Roboto;;Roboto;zip;Paquete ZIP;zip;1;Recursos | Fuentes > Roboto | Recurso: Roboto | Modal / grupo: zip | Tipo de activo: Paquete ZIP | Formatos disponibles: zip | Detalle: Fuentes > Roboto: Paquete comprimido Roboto.;Sí;;;;No;;Recursos | Fuentes | Roboto | zip | Paquete ZIP | sections/recursos.html | descargable | descarga;Sección: Recursos | Página: Recursos | Ruta: sections/recursos.html | Área principal: Fuentes | Subárea 1: Roboto | Nombre del recurso: Roboto | Grupo modal: zip | Tipo de activo: Paquete ZIP | Formatos disponibles: zip | Fuentes > Roboto: Paquete comprimido Roboto en formato .zip.
217;14;3;descargable;D-014-003;P-014;Recursos;Recursos;;sections/recursos.html;Fuentes;Roboto;;Tungsten;zip;Paquete ZIP;zip;1;Recursos | Fuentes > Roboto | Recurso: Tungsten | Modal / grupo: zip | Tipo de activo: Paquete ZIP | Formatos disponibles: zip | Detalle: Fuentes > Roboto: Paquete comprimido Tungsten.;Sí;;;;No;;Recursos | Fuentes | Roboto | Tungsten | zip | Paquete ZIP | sections/recursos.html | descargable | descarga;Sección: Recursos | Página: Recursos | Ruta: sections/recursos.html | Área principal: Fuentes | Subárea 1: Roboto | Nombre del recurso: Tungsten | Grupo modal: zip | Tipo de activo: Paquete ZIP | Formatos disponibles: zip | Fuentes > Roboto: Paquete comprimido Tungsten en formato .zip.
218;14;4;descargable;D-014-004;P-014;Recursos;Recursos;;sections/recursos.html;Íconos;;;Iconos;zip;Paquete ZIP;zip;1;Recursos | Íconos | Recurso: Iconos | Modal / grupo: zip | Tipo de activo: Paquete ZIP | Formatos disponibles: zip | Detalle: Íconos: Paquete comprimido Iconos.;Sí;;;;No;;Recursos | Íconos | Iconos | zip | Paquete ZIP | sections/recursos.html | descargable | descarga;Sección: Recursos | Página: Recursos | Ruta: sections/recursos.html | Área principal: Íconos | Nombre del recurso: Iconos | Grupo modal: zip | Tipo de activo: Paquete ZIP | Formatos disponibles: zip | Íconos: Paquete comprimido Iconos en formato .zip.
219;14;5;descargable;D-014-005;P-014;Recursos;Recursos;;sections/recursos.html;Íconos;;;Iconos Light;zip;Paquete ZIP;zip;1;Recursos | Íconos | Recurso: Iconos Light | Modal / grupo: zip | Tipo de activo: Paquete ZIP | Formatos disponibles: zip | Detalle: Íconos: Paquete comprimido Iconos Light.;Sí;;;;No;;Recursos | Íconos | Iconos Light | zip | Paquete ZIP | sections/recursos.html | descargable | descarga;Sección: Recursos | Página: Recursos | Ruta: sections/recursos.html | Área principal: Íconos | Nombre del recurso: Iconos Light | Grupo modal: zip | Tipo de activo: Paquete ZIP | Formatos disponibles: zip | Íconos: Paquete comprimido Iconos Light en formato .zip.
220;15;0;pagina;P-015;;Recursos;Elementos;;sections/recursos/elementos.html;;;;Elementos;;Página;;0;Subpágina de Recursos con piezas de carteleras internas en video. Bloques principales: Carteleras internas.;Sí;5;5;;No;;Recursos | Elementos | sections/recursos/elementos.html | Carteleras internas | página | descargas;Sección: Recursos | Página: Elementos | Ruta: sections/recursos/elementos.html | Descripción: Subpágina de Recursos con piezas de carteleras internas en video. | Bloques: Carteleras internas | Tiene descargas: Sí | Cantidad de ítems descargables: 5 | Cantidad de opciones de descarga: 5
221;15;1;descargable;D-015-001;P-015;Recursos;Elementos;;sections/recursos/elementos.html;Carteleras internas;;;Canales Digitales | Nova Design-System;video;Video;mp4;1;Elementos | Carteleras internas | Recurso: Canales Digitales | Nova Design-System | Modal / grupo: video | Tipo de activo: Video | Formatos disponibles: mp4 | Detalle: Carteleras internas: Archivo de video Canales Digitales | Nova Design-System.;Sí;;;;No;;Recursos | Elementos | Carteleras internas | Canales Digitales | Nova Design-System | video | Video | mp4 | sections/recursos/elementos.html | descargable | descarga;Sección: Recursos | Página: Elementos | Ruta: sections/recursos/elementos.html | Área principal: Carteleras internas | Nombre del recurso: Canales Digitales | Nova Design-System | Grupo modal: video | Tipo de activo: Video | Formatos disponibles: mp4 | Carteleras internas: Archivo de video Canales Digitales | Nova Design-System en formato .mp4.
222;15;2;descargable;D-015-002;P-015;Recursos;Elementos;;sections/recursos/elementos.html;Carteleras internas;;;Personal | Extensores;video;Video;mp4;1;Elementos | Carteleras internas | Recurso: Personal | Extensores | Modal / grupo: video | Tipo de activo: Video | Formatos disponibles: mp4 | Detalle: Carteleras internas: Archivo de video Personal | Extensores.;Sí;;;;No;;Recursos | Elementos | Carteleras internas | Personal | Extensores | video | Video | mp4 | sections/recursos/elementos.html | descargable | descarga;Sección: Recursos | Página: Elementos | Ruta: sections/recursos/elementos.html | Área principal: Carteleras internas | Nombre del recurso: Personal | Extensores | Grupo modal: video | Tipo de activo: Video | Formatos disponibles: mp4 | Carteleras internas: Archivo de video Personal | Extensores en formato .mp4.
223;15;3;descargable;D-015-003;P-015;Recursos;Elementos;;sections/recursos/elementos.html;Carteleras internas;;;Seguridad Informática | Software ilegal portable;video;Video;mp4;1;Elementos | Carteleras internas | Recurso: Seguridad Informática | Software ilegal portable | Modal / grupo: video | Tipo de activo: Video | Formatos disponibles: mp4 | Detalle: Carteleras internas: Archivo de video Seguridad Informática | Software ilegal portable.;Sí;;;;No;;Recursos | Elementos | Carteleras internas | Seguridad Informática | Software ilegal portable | video | Video | mp4 | sections/recursos/elementos.html | descargable | descarga;Sección: Recursos | Página: Elementos | Ruta: sections/recursos/elementos.html | Área principal: Carteleras internas | Nombre del recurso: Seguridad Informática | Software ilegal portable | Grupo modal: video | Tipo de activo: Video | Formatos disponibles: mp4 | Carteleras internas: Archivo de video Seguridad Informática | Software ilegal portable en formato .mp4.
